1.000000000000000194e-01 8.664542577656824779e-21
1.009262190987047919e-01 9.407344543823030108e-21
1.018610170155975769e-01 1.021379808113378455e-20
1.028044732093309627e-01 1.108935322275024958e-20
1.037566678745185794e-01 1.203992404013828832e-20
1.047176819485520494e-01 1.307193092416249624e-20
1.056875971184804558e-01 1.419234366498634283e-20
1.066664958279539277e-01 1.540872728685815361e-20
1.076544612842315757e-01 1.672929379901606402e-20
1.086515774652538624e-01 1.816295489172265320e-20
1.096579291267810036e-01 1.971938316919635984e-20
1.106736018095973995e-01 2.140907889331516987e-20
1.116986818467823189e-01 2.324343837002797122e-20
1.127332563710486957e-01 2.523482992245187060e-20
1.137774133221491624e-01 2.739667724435453616e-20
1.148312414543511267e-01 2.974354887379360105e-20
1.158948303439811256e-01 3.229125660030966782e-20
1.169682703970385262e-01 3.505696109493024843e-20
1.180516528568805318e-01 3.805928517180447058e-20
1.191450698119776164e-01 4.131844016948581080e-20
1.202486142037412359e-01 4.485635841545710168e-20
1.213623798344241195e-01 4.869684041592379868e-20
1.224864613750931280e-01 5.286571691000266336e-20
1.236209543736768862e-01 5.739101602497382893e-20
1.247659552630869945e-01 6.230315287060548735e-20
1.259215613694150970e-01 6.763513123517071270e-20
1.270878709202058754e-01 7.342276009567369228e-20
1.282649830528060919e-01 7.970489989961347370e-20
1.294529978227915712e-01 8.652371561893868345e-20
1.306520162124721607e-01 9.392495270620791714e-20
1.318621401394748649e-01 1.019582480046595233e-19
1.330834724654075263e-01 1.106774572025583399e-19
1.343161170046016373e-01 1.201410076308811117e-19
1.355601785329368647e-01 1.304122893504731610e-19
1.368157627967472034e-01 1.415600758221126945e-19
1.380829765218092864e-01 1.536589769119653894e-19
1.393619274224142668e-01 1.667899298435037374e-19
1.406527242105237441e-01 1.810407379311972519e-19
1.419554766050101224e-01 1.965066502879935470e-19
1.432702953409831226e-01 2.132909870151306577e-19
1.445972921792020027e-01 2.315058212684300245e-19
1.459365799155756815e-01 2.512727165517435076e-19
1.472882723907502911e-01 2.727235356976561601e-19
1.486524844997857142e-01 2.960012954195318139e-19
1.500293322019218556e-01 3.212611106096294932e-19
1.514189325304352296e-01 3.486712210338317771e-19
1.528214036025870026e-01 3.784140777380307762e-19
1.542368646296628509e-01 4.106875458407775910e-19
1.556654359271061883e-01 4.457062223291038762e-19
1.571072389247450685e-01 4.837028126059643279e-19
1.585623961771137624e-01 5.249296461972186649e-19
1.600310313738700640e-01 5.696603561332124248e-19
1.615132693503090744e-01 6.181916442001007464e-19
1.630092360979741029e-01 6.708452021976707348e-19
1.645190587753662670e-01 7.279698407769864680e-19
1.660428657187530410e-01 7.899437371402195287e-19
